#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
hsa05144	Malaria	6	46	1.92	5.32e-09	9606.ENSP00000229135,9606.ENSP00000264832,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000398698,9606.ENSP00000412237	IFNG,ICAM1,CD40LG,CD40,TNF,IL10
hsa05416	Viral myocarditis	6	55	1.84	1.32e-08	9606.ENSP00000264246,9606.ENSP00000264832,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000359663,9606.ENSP00000361359	CD80,ICAM1,CD28,CD86,CD40LG,CD40
hsa05340	Primary immunodeficiency	5	37	1.93	1.44e-07	9606.ENSP00000011653,9606.ENSP00000319476,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000386559	CD4,ICOS,CD40LG,CD40,CD8A
hsa05321	Inflammatory bowel disease	5	59	1.73	1.17e-06	9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000365380,9606.ENSP00000398698,9606.ENSP00000412237	IL2,IFNG,FOXP3,TNF,IL10
hsa04612	Antigen processing and presentation	5	64	1.7	1.60e-06	9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000386559,9606.ENSP00000398698,9606.ENSP00000497910	CD4,IFNG,CD8A,TNF,B2M
hsa05310	Asthma	4	27	1.97	3.20e-06	9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000398698,9606.ENSP00000412237	CD40LG,CD40,TNF,IL10
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	5	87	1.56	6.03e-06	9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000324890,9606.ENSP00000335062,9606.ENSP00000370989	CD4,IFNG,CD28,PDCD1,CD274
hsa05143	African trypanosomiasis	4	36	1.85	8.18e-06	9606.ENSP00000229135,9606.ENSP00000264832,9606.ENSP00000398698,9606.ENSP00000412237	IFNG,ICAM1,TNF,IL10
hsa05145	Toxoplasmosis	5	103	1.49	1.20e-05	9606.ENSP00000229135,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000398698,9606.ENSP00000412237	IFNG,CD40LG,CD40,TNF,IL10
hsa05166	Human T-cell leukemia virus 1 infection	6	210	1.26	1.58e-05	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000264832,9606.ENSP00000361359,9606.ENSP00000398698,9606.ENSP00000497910	CD4,IL2,ICAM1,CD40,TNF,B2M
hsa05135	Yersinia infection	5	124	1.41	2.62e-05	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000386559,9606.ENSP00000398698,9606.ENSP00000412237	CD4,IL2,CD8A,TNF,IL10
hsa04640	Hematopoietic cell lineage	4	90	1.45	0.00020	9606.ENSP00000011653,9606.ENSP00000358490,9606.ENSP00000386559,9606.ENSP00000398698	CD4,CD2,CD8A,TNF
hsa05169	Epstein-Barr virus infection	5	192	1.22	0.00020	9606.ENSP00000264832,9606.ENSP00000358501,9606.ENSP00000361359,9606.ENSP00000398698,9606.ENSP00000497910	ICAM1,CD58,CD40,TNF,B2M
hsa05142	Chagas disease	4	97	1.42	0.00026	9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000398698,9606.ENSP00000412237	IL2,IFNG,TNF,IL10
hsa04064	NF-kappa B signaling pathway	4	101	1.4	0.00027	9606.ENSP00000264832,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000398698	ICAM1,CD40LG,CD40,TNF
hsa04620	Toll-like receptor signaling pathway	4	100	1.41	0.00027	9606.ENSP00000264246,9606.ENSP00000332049,9606.ENSP00000361359,9606.ENSP00000398698	CD80,CD86,CD40,TNF
hsa04659	Th17 cell differentiation	4	99	1.41	0.00027	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000365380	CD4,IL2,IFNG,FOXP3
hsa05140	Leishmaniasis	3	69	1.44	0.0023	9606.ENSP00000229135,9606.ENSP00000398698,9606.ENSP00000412237	IFNG,TNF,IL10
hsa04658	Th1 and Th2 cell differentiation	3	85	1.35	0.0041	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000229135	CD4,IL2,IFNG
hsa04061	Viral protein interaction with cytokine and cytokine receptor	3	96	1.3	0.0056	9606.ENSP00000226730,9606.ENSP00000398698,9606.ENSP00000412237	IL2,TNF,IL10
hsa04625	C-type lectin receptor signaling pathway	3	101	1.28	0.0062	9606.ENSP00000226730,9606.ENSP00000398698,9606.ENSP00000412237	IL2,TNF,IL10
hsa05146	Amoebiasis	3	101	1.28	0.0062	9606.ENSP00000229135,9606.ENSP00000398698,9606.ENSP00000412237	IFNG,TNF,IL10
hsa04650	Natural killer cell mediated cytotoxicity	3	120	1.2	0.0095	9606.ENSP00000229135,9606.ENSP00000264832,9606.ENSP00000398698	IFNG,ICAM1,TNF
hsa05418	Fluid shear stress and atherosclerosis	3	129	1.17	0.0113	9606.ENSP00000229135,9606.ENSP00000264832,9606.ENSP00000398698	IFNG,ICAM1,TNF
hsa04630	JAK-STAT signaling pathway	3	158	1.08	0.0195	9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000412237	IL2,IFNG,IL10
hsa05164	Influenza A	3	163	1.07	0.0206	9606.ENSP00000229135,9606.ENSP00000264832,9606.ENSP00000398698	IFNG,ICAM1,TNF
hsa05152	Tuberculosis	3	165	1.06	0.0208	9606.ENSP00000229135,9606.ENSP00000398698,9606.ENSP00000412237	IFNG,TNF,IL10
hsa05170	Human immunodeficiency virus 1 infection	3	203	0.97	0.0359	9606.ENSP00000011653,9606.ENSP00000398698,9606.ENSP00000497910	CD4,TNF,B2M
