#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:1903039	Positive regulation of leukocyte cell-cell adhesion	17	274	1.6	1.14e-20	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000266557,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000359663,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000398698,9606.ENSP00000497910	CD4,IL2,IFNG,CD80,CD27,HAVCR2,ICOS,CD276,CD28,CD86,CD40LG,FOXP3,CD83,CD274,PDCD1LG2,TNF,B2M
GO:0001819	Positive regulation of cytokine production	19	482	1.4	3.89e-20	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000358490,9606.ENSP00000358501,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000370989,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000419085,9606.ENSP00000497910	CD4,IL2,IFNG,CD80,HAVCR2,CD276,CD28,CD86,CD2,CD58,CD40LG,CD40,FOXP3,CD83,CD274,TNF,IL10,TIGIT,B2M
GO:0001817	Regulation of cytokine production	21	739	1.26	4.60e-20	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000358490,9606.ENSP00000358501,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000419085,9606.ENSP00000497910	CD4,LAG3,IL2,IFNG,CD80,HAVCR2,CD276,CD28,CD86,CD2,CD58,CD40LG,CD40,FOXP3,CD83,CD274,PDCD1LG2,TNF,IL10,TIGIT,B2M
GO:0002376	Immune system process	27	2121	0.91	1.52e-19	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000264832,9606.ENSP00000266557,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000358490,9606.ENSP00000358501,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000368538,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000497102,9606.ENSP00000497910	CD4,LAG3,IL2,IFNG,CD80,ICAM1,CD27,HAVCR2,ICOS,CD276,CD28,CD86,PDCD1,CD2,CD58,CD40LG,CD40,FOXP3,CD83,TNFRSF4,CD274,PDCD1LG2,CD8A,TNF,IL10,CTLA4,B2M
GO:0050870	Positive regulation of T cell activation	16	251	1.61	1.67e-19	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000266557,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000359663,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000497910	CD4,IL2,IFNG,CD80,CD27,HAVCR2,ICOS,CD276,CD28,CD86,CD40LG,FOXP3,CD83,CD274,PDCD1LG2,B2M
GO:0002250	Adaptive immune response	17	359	1.48	6.56e-19	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264832,9606.ENSP00000266557,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000497102,9606.ENSP00000497910	CD4,LAG3,IL2,IFNG,ICAM1,CD27,HAVCR2,CD86,PDCD1,CD40LG,CD40,FOXP3,CD274,PDCD1LG2,CD8A,CTLA4,B2M
GO:0045321	Leukocyte activation	19	574	1.32	6.83e-19	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264832,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000368538,9606.ENSP00000386559,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000497910	CD4,LAG3,IL2,IFNG,ICAM1,HAVCR2,CD276,CD28,CD86,CD2,CD40LG,CD40,FOXP3,CD83,TNFRSF4,CD8A,TNF,IL10,B2M
GO:0050670	Regulation of lymphocyte proliferation	15	242	1.6	5.95e-18	9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368538,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000412237,9606.ENSP00000478699,9606.ENSP00000497102	IL2,CD80,HAVCR2,CD276,CD28,CD86,CD40LG,CD40,FOXP3,TNFRSF4,CD274,PDCD1LG2,IL10,TNFRSF9,CTLA4
GO:0050778	Positive regulation of immune response	17	502	1.33	1.17e-16	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000386559,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000497102,9606.ENSP00000497910	CD4,LAG3,IL2,IFNG,CD80,HAVCR2,CD276,CD28,CD86,CD40,FOXP3,CD274,CD8A,TNF,IL10,CTLA4,B2M
GO:0042129	Regulation of T cell proliferation	13	187	1.65	7.92e-16	9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000359663,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000412237,9606.ENSP00000478699,9606.ENSP00000497102	IL2,CD80,HAVCR2,CD276,CD28,CD86,CD40LG,FOXP3,CD274,PDCD1LG2,IL10,TNFRSF9,CTLA4
GO:0046649	Lymphocyte activation	16	457	1.35	1.08e-15	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000264832,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000368538,9606.ENSP00000386559,9606.ENSP00000412237,9606.ENSP00000497910	CD4,LAG3,IL2,ICAM1,CD276,CD28,CD86,CD2,CD40LG,CD40,FOXP3,CD83,TNFRSF4,CD8A,IL10,B2M
GO:0050671	Positive regulation of lymphocyte proliferation	12	147	1.71	3.18e-15	9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368538,9606.ENSP00000370989,9606.ENSP00000380855	IL2,CD80,HAVCR2,CD276,CD28,CD86,CD40LG,CD40,FOXP3,TNFRSF4,CD274,PDCD1LG2
GO:0002697	Regulation of immune effector process	15	383	1.4	3.25e-15	9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000264832,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368538,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000497910	LAG3,IL2,IFNG,CD80,ICAM1,HAVCR2,CD28,CD86,CD40LG,CD40,FOXP3,TNFRSF4,TNF,IL10,B2M
GO:0010628	Positive regulation of gene expression	20	1146	1.04	4.98e-15	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000358490,9606.ENSP00000358501,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000368538,9606.ENSP00000370989,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000419085,9606.ENSP00000497910	CD4,IL2,IFNG,CD80,HAVCR2,CD276,CD28,CD86,CD2,CD58,CD40LG,CD40,FOXP3,CD83,TNFRSF4,CD274,TNF,IL10,TIGIT,B2M
GO:1903706	Regulation of hemopoiesis	15	410	1.37	7.90e-15	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000266557,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000358490,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000497102,9606.ENSP00000497910	CD4,LAG3,IL2,IFNG,CD80,CD27,CD28,CD86,CD2,FOXP3,CD83,TNF,IL10,CTLA4,B2M
GO:1902105	Regulation of leukocyte differentiation	14	315	1.45	8.98e-15	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000266557,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000358490,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000497102	CD4,LAG3,IL2,IFNG,CD80,CD27,CD28,CD86,CD2,FOXP3,CD83,TNF,IL10,CTLA4
GO:0050776	Regulation of immune response	18	844	1.13	1.45e-14	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000386559,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000497102,9606.ENSP00000497910	CD4,LAG3,IL2,IFNG,CD80,HAVCR2,CD276,CD28,CD86,PDCD1,CD40,FOXP3,CD274,CD8A,TNF,IL10,CTLA4,B2M
GO:0050868	Negative regulation of T cell activation	11	129	1.73	4.77e-14	9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000412237,9606.ENSP00000419085,9606.ENSP00000497102	LAG3,IL2,CD80,HAVCR2,CD86,FOXP3,CD274,PDCD1LG2,IL10,TIGIT,CTLA4
GO:0045619	Regulation of lymphocyte differentiation	12	208	1.56	1.25e-13	9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000266557,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000358490,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000412237,9606.ENSP00000497102	LAG3,IL2,IFNG,CD80,CD27,CD28,CD86,CD2,FOXP3,CD83,IL10,CTLA4
GO:0042102	Positive regulation of T cell proliferation	10	108	1.77	6.06e-13	9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000359663,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855	IL2,CD80,HAVCR2,CD276,CD28,CD86,CD40LG,FOXP3,CD274,PDCD1LG2
GO:0051240	Positive regulation of multicellular organismal process	20	1505	0.93	6.95e-13	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000266557,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000358490,9606.ENSP00000358501,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000370989,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000419085,9606.ENSP00000497910	CD4,IL2,IFNG,CD80,CD27,HAVCR2,CD276,CD28,CD86,CD2,CD58,CD40LG,CD40,FOXP3,CD83,CD274,TNF,IL10,TIGIT,B2M
GO:0051239	Regulation of multicellular organismal process	24	2749	0.74	1.11e-12	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000266557,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000358490,9606.ENSP00000358501,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000419085,9606.ENSP00000497102,9606.ENSP00000497910	CD4,LAG3,IL2,IFNG,CD80,CD27,HAVCR2,CD276,CD28,CD86,PDCD1,CD2,CD58,CD40LG,CD40,FOXP3,CD83,CD274,PDCD1LG2,TNF,IL10,TIGIT,CTLA4,B2M
GO:0045580	Regulation of T cell differentiation	11	178	1.59	1.16e-12	9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000266557,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000358490,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000497102	LAG3,IL2,IFNG,CD80,CD27,CD28,CD86,CD2,FOXP3,CD83,CTLA4
GO:0002822	Regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	11	179	1.59	1.20e-12	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000497910	CD4,IL2,CD80,HAVCR2,CD28,CD40,FOXP3,CD274,TNF,IL10,B2M
GO:0002699	Positive regulation of immune effector process	12	264	1.46	1.64e-12	9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368538,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000497910	LAG3,IL2,IFNG,CD80,CD28,CD86,CD40,FOXP3,TNFRSF4,TNF,IL10,B2M
GO:0002637	Regulation of immunoglobulin production	9	76	1.88	2.02e-12	9606.ENSP00000226730,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368538,9606.ENSP00000398698,9606.ENSP00000412237	IL2,CD28,CD86,CD40LG,CD40,FOXP3,TNFRSF4,TNF,IL10
GO:0042110	T cell activation	12	298	1.41	5.97e-12	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000264832,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000358490,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000368538,9606.ENSP00000386559,9606.ENSP00000497910	CD4,LAG3,IL2,ICAM1,CD276,CD28,CD2,FOXP3,CD83,TNFRSF4,CD8A,B2M
GO:0050672	Negative regulation of lymphocyte proliferation	9	91	1.8	8.27e-12	9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000412237,9606.ENSP00000497102	IL2,CD80,HAVCR2,CD86,FOXP3,CD274,PDCD1LG2,IL10,CTLA4
GO:0002683	Negative regulation of immune system process	13	433	1.28	1.35e-11	9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000419085,9606.ENSP00000497102	LAG3,IL2,CD80,HAVCR2,CD86,PDCD1,FOXP3,CD274,PDCD1LG2,TNF,IL10,TIGIT,CTLA4
GO:0032663	Regulation of interleukin-2 production	8	64	1.9	4.20e-11	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000368450	CD4,LAG3,CD80,HAVCR2,CD28,CD86,FOXP3,CD83
GO:1902107	Positive regulation of leukocyte differentiation	10	181	1.55	5.64e-11	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000266557,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000368450,9606.ENSP00000398698,9606.ENSP00000412237	CD4,IL2,IFNG,CD80,CD27,CD86,FOXP3,CD83,TNF,IL10
GO:0002252	Immune effector process	12	375	1.31	7.10e-11	9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264832,9606.ENSP00000266557,9606.ENSP00000312002,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000497910	LAG3,IL2,IFNG,ICAM1,CD27,HAVCR2,CD2,CD40LG,CD40,FOXP3,CD8A,B2M
GO:0032649	Regulation of interferon-gamma production	9	120	1.68	7.43e-11	9606.ENSP00000226730,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000358490,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000398698,9606.ENSP00000412237	IL2,HAVCR2,CD276,CD2,FOXP3,CD274,PDCD1LG2,TNF,IL10
GO:0002700	Regulation of production of molecular mediator of immune response	10	189	1.53	7.97e-11	9606.ENSP00000226730,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368538,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000497910	IL2,CD28,CD86,CD40LG,CD40,FOXP3,TNFRSF4,TNF,IL10,B2M
