#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CD274	LAG3	9606.ENSP00000370989	9606.ENSP00000203629	0	0	0	0	0.083	0	0	0.975	0.976
CD274	CD80	9606.ENSP00000370989	9606.ENSP00000264246	0	0	0	0.590	0.215	0.982	0.900	0.989	0.999
CD274	HAVCR2	9606.ENSP00000370989	9606.ENSP00000312002	0	0	0	0	0.049	0	0	0.998	0.998
CD274	ICOS	9606.ENSP00000370989	9606.ENSP00000319476	0	0	0	0	0.089	0	0	0.995	0.995
CD274	CD28	9606.ENSP00000370989	9606.ENSP00000324890	0	0	0	0	0.055	0	0	0.997	0.997
CD274	CD86	9606.ENSP00000370989	9606.ENSP00000332049	0	0	0	0.590	0.147	0	0	0.969	0.972
CD274	PDCD1	9606.ENSP00000370989	9606.ENSP00000335062	0	0	0	0	0.111	0.983	0.900	0.999	0.999
CD274	FOXP3	9606.ENSP00000370989	9606.ENSP00000365380	0	0	0	0	0.042	0	0	0.912	0.912
CD274	CD8A	9606.ENSP00000370989	9606.ENSP00000386559	0	0	0	0	0.076	0	0	0.937	0.939
CD274	TIGIT	9606.ENSP00000370989	9606.ENSP00000419085	0	0	0	0	0.074	0	0	0.973	0.973
CD274	PDCD1LG2	9606.ENSP00000370989	9606.ENSP00000380855	0	0	0	0.817	0.449	0.600	0.500	0.970	0.996
CD274	CTLA4	9606.ENSP00000370989	9606.ENSP00000497102	0	0	0	0	0.091	0.405	0	0.999	0.999
CD276	CD80	9606.ENSP00000320084	9606.ENSP00000264246	0	0	0	0.596	0.042	0.098	0	0.987	0.987
CD276	TNFRSF9	9606.ENSP00000320084	9606.ENSP00000478699	0	0	0	0	0	0	0	0.924	0.924
CD276	CD40LG	9606.ENSP00000320084	9606.ENSP00000359663	0	0	0	0	0	0	0	0.935	0.935
CD276	CTLA4	9606.ENSP00000320084	9606.ENSP00000497102	0	0	0	0	0	0	0	0.985	0.985
CD276	CD86	9606.ENSP00000320084	9606.ENSP00000332049	0	0	0	0.591	0	0	0	0.988	0.988
CD276	CD28	9606.ENSP00000320084	9606.ENSP00000324890	0	0	0	0	0	0	0	0.998	0.998
CD28	CD4	9606.ENSP00000324890	9606.ENSP00000011653	0	0	0	0	0.137	0.091	0	0.966	0.971
CD28	IL2	9606.ENSP00000324890	9606.ENSP00000226730	0	0	0	0	0.107	0	0	0.962	0.965
CD28	IFNG	9606.ENSP00000324890	9606.ENSP00000229135	0	0	0	0	0.123	0	0	0.950	0.954
CD28	CD80	9606.ENSP00000324890	9606.ENSP00000264246	0	0	0	0	0.096	0.609	0.900	0.999	0.999
CD28	ICAM1	9606.ENSP00000324890	9606.ENSP00000264832	0	0	0	0	0.047	0	0	0.977	0.977
CD28	ICOS	9606.ENSP00000324890	9606.ENSP00000319476	0	0	0	0.630	0.564	0	0	0.954	0.979
CD28	IL10	9606.ENSP00000324890	9606.ENSP00000412237	0	0	0	0	0.098	0	0	0.917	0.922
CD28	TNFRSF9	9606.ENSP00000324890	9606.ENSP00000478699	0	0	0	0	0.123	0	0	0.924	0.930
CD28	TNFRSF4	9606.ENSP00000324890	9606.ENSP00000368538	0	0	0	0	0.167	0	0	0.923	0.934
CD28	FOXP3	9606.ENSP00000324890	9606.ENSP00000365380	0	0	0	0	0.085	0.075	0	0.929	0.935
CD28	PDCD1	9606.ENSP00000324890	9606.ENSP00000335062	0	0	0	0	0.143	0	0	0.928	0.936
CD28	CD8A	9606.ENSP00000324890	9606.ENSP00000386559	0	0	0	0	0.145	0	0	0.956	0.961
CD28	CD58	9606.ENSP00000324890	9606.ENSP00000358501	0	0	0	0	0	0	0	0.967	0.967
CD28	PDCD1LG2	9606.ENSP00000324890	9606.ENSP00000380855	0	0	0	0	0.085	0	0	0.975	0.976
CD28	CTLA4	9606.ENSP00000324890	9606.ENSP00000497102	0	0	0.110	0.683	0.325	0	0	0.987	0.991
CD28	CD40	9606.ENSP00000324890	9606.ENSP00000361359	0	0	0	0	0.058	0	0	0.997	0.997
CD28	CD40LG	9606.ENSP00000324890	9606.ENSP00000359663	0	0	0	0	0.398	0	0	0.997	0.998
CD28	CD86	9606.ENSP00000324890	9606.ENSP00000332049	0	0	0	0	0.130	0.607	0.900	0.999	0.999
CD4	LAG3	9606.ENSP00000011653	9606.ENSP00000203629	0	0	0.228	0	0.064	0	0	0.890	0.914
CD4	CD40	9606.ENSP00000011653	9606.ENSP00000361359	0	0	0	0	0.059	0	0	0.923	0.924
CD4	ICOS	9606.ENSP00000011653	9606.ENSP00000319476	0	0	0	0	0.255	0	0	0.909	0.929
CD4	PDCD1LG2	9606.ENSP00000011653	9606.ENSP00000380855	0	0	0	0	0.042	0	0.500	0.896	0.945
CD4	CD69	9606.ENSP00000011653	9606.ENSP00000228434	0	0	0	0	0.117	0.091	0	0.940	0.948
CD4	CTLA4	9606.ENSP00000011653	9606.ENSP00000497102	0	0	0	0	0.137	0.091	0	0.948	0.955
CD4	CD80	9606.ENSP00000011653	9606.ENSP00000264246	0	0	0	0	0.147	0.126	0	0.949	0.958
CD4	CD86	9606.ENSP00000011653	9606.ENSP00000332049	0	0	0	0	0.180	0	0	0.951	0.958
CD4	PDCD1	9606.ENSP00000011653	9606.ENSP00000335062	0	0	0	0	0.086	0	0.500	0.920	0.960
CD4	TNF	9606.ENSP00000011653	9606.ENSP00000398698	0	0	0	0	0.092	0	0	0.966	0.968
CD4	ICAM1	9606.ENSP00000011653	9606.ENSP00000264832	0	0	0	0	0.062	0	0	0.968	0.969
CD4	IL2	9606.ENSP00000011653	9606.ENSP00000226730	0	0	0	0	0.052	0	0	0.975	0.975
CD4	IL10	9606.ENSP00000011653	9606.ENSP00000412237	0	0	0	0	0.094	0	0	0.974	0.976
CD4	FOXP3	9606.ENSP00000011653	9606.ENSP00000365380	0	0	0	0	0.072	0.047	0	0.979	0.979
CD4	CD40LG	9606.ENSP00000011653	9606.ENSP00000359663	0	0	0	0	0.323	0.091	0	0.975	0.983
CD4	IFNG	9606.ENSP00000011653	9606.ENSP00000229135	0	0	0	0	0.094	0	0	0.991	0.991
CD4	CD8A	9606.ENSP00000011653	9606.ENSP00000386559	0	0	0	0	0.130	0.098	0.900	0.993	0.999
CD40	IFNG	9606.ENSP00000361359	9606.ENSP00000229135	0	0	0	0	0.056	0	0	0.926	0.927
CD40	CD80	9606.ENSP00000361359	9606.ENSP00000264246	0	0	0	0	0.258	0	0	0.999	0.999
CD40	ICAM1	9606.ENSP00000361359	9606.ENSP00000264832	0	0	0	0	0.213	0	0	0.967	0.972
CD40	ICOS	9606.ENSP00000361359	9606.ENSP00000319476	0	0	0	0	0.077	0	0	0.987	0.987
CD40	CD86	9606.ENSP00000361359	9606.ENSP00000332049	0	0	0	0	0.200	0	0	0.986	0.988
CD40	CD40LG	9606.ENSP00000361359	9606.ENSP00000359663	0	0	0	0	0.058	0.948	0.900	0.999	0.999
CD40	IL10	9606.ENSP00000361359	9606.ENSP00000412237	0	0	0	0	0.049	0	0	0.900	0.901
CD40	TNFRSF9	9606.ENSP00000361359	9606.ENSP00000478699	0	0	0	0	0.102	0	0	0.908	0.913
CD40	CD8A	9606.ENSP00000361359	9606.ENSP00000386559	0	0	0	0	0.056	0	0	0.914	0.915
CD40	TNFRSF4	9606.ENSP00000361359	9606.ENSP00000368538	0	0	0	0.619	0.097	0	0	0.939	0.942
CD40	CD83	9606.ENSP00000361359	9606.ENSP00000368450	0	0	0	0	0.189	0	0	0.942	0.951
CD40	CTLA4	9606.ENSP00000361359	9606.ENSP00000497102	0	0	0	0	0.071	0	0	0.973	0.973
CD40	TNF	9606.ENSP00000361359	9606.ENSP00000398698	0	0	0	0	0.135	0	0.500	0.984	0.992
CD40LG	IL2	9606.ENSP00000359663	9606.ENSP00000226730	0	0	0	0	0.217	0	0	0.907	0.924
CD40LG	IFNG	9606.ENSP00000359663	9606.ENSP00000229135	0	0	0	0	0.140	0	0	0.909	0.919
CD40LG	CD80	9606.ENSP00000359663	9606.ENSP00000264246	0	0	0	0	0.106	0.098	0	0.998	0.998
CD40LG	ICOS	9606.ENSP00000359663	9606.ENSP00000319476	0	0	0.234	0	0.471	0	0.900	0.989	0.999
CD40LG	CD86	9606.ENSP00000359663	9606.ENSP00000332049	0	0	0	0	0.148	0	0	0.998	0.998
CD40LG	CD8A	9606.ENSP00000359663	9606.ENSP00000386559	0	0	0	0	0.155	0	0	0.895	0.907
CD40LG	TNFRSF9	9606.ENSP00000359663	9606.ENSP00000478699	0	0	0	0	0.072	0	0	0.906	0.909
CD40LG	TNFRSF4	9606.ENSP00000359663	9606.ENSP00000368538	0	0	0	0	0.084	0	0	0.936	0.938
CD40LG	TNF	9606.ENSP00000359663	9606.ENSP00000398698	0	0	0	0	0.118	0	0.500	0.880	0.942
CD58	CD80	9606.ENSP00000358501	9606.ENSP00000264246	0	0	0	0	0.105	0.045	0	0.994	0.994
CD58	ICAM1	9606.ENSP00000358501	9606.ENSP00000264832	0	0	0	0	0.101	0	0	0.996	0.996
CD69	IL2	9606.ENSP00000228434	9606.ENSP00000226730	0	0	0	0	0.062	0	0	0.904	0.906
CD69	CD80	9606.ENSP00000228434	9606.ENSP00000264246	0	0	0	0	0.150	0	0	0.894	0.906
CD69	IFNG	9606.ENSP00000228434	9606.ENSP00000229135	0	0	0	0	0.242	0	0	0.889	0.912
CD69	CD8A	9606.ENSP00000228434	9606.ENSP00000386559	0	0	0	0	0.194	0	0	0.927	0.938
CD80	LAG3	9606.ENSP00000264246	9606.ENSP00000203629	0	0	0	0	0.097	0.126	0	0.989	0.990
CD80	IL2	9606.ENSP00000264246	9606.ENSP00000226730	0	0	0	0	0.063	0.069	0	0.898	0.903
CD80	IFNG	9606.ENSP00000264246	9606.ENSP00000229135	0	0	0	0	0.138	0	0	0.937	0.943
CD80	SLC44A4	9606.ENSP00000264246	9606.ENSP00000229729	0	0	0	0	0	0	0	0.927	0.927
CD80	TIGIT	9606.ENSP00000264246	9606.ENSP00000419085	0	0	0	0	0.086	0	0	0.901	0.906
CD80	TNF	9606.ENSP00000264246	9606.ENSP00000398698	0	0	0	0	0.205	0	0	0.890	0.908
CD80	FOXP3	9606.ENSP00000264246	9606.ENSP00000365380	0	0	0	0	0.048	0	0	0.908	0.909
CD80	CD83	9606.ENSP00000264246	9606.ENSP00000368450	0	0	0	0	0.198	0	0	0.898	0.914
CD80	CD8A	9606.ENSP00000264246	9606.ENSP00000386559	0	0	0	0	0.055	0	0	0.959	0.959
CD80	IL10	9606.ENSP00000264246	9606.ENSP00000412237	0	0	0	0	0.182	0	0.400	0.928	0.962
CD80	TNFRSF9	9606.ENSP00000264246	9606.ENSP00000478699	0	0	0	0	0.159	0	0	0.958	0.963
CD80	HAVCR2	9606.ENSP00000264246	9606.ENSP00000312002	0	0	0	0	0.102	0.126	0	0.968	0.972
CD80	PDCD1LG2	9606.ENSP00000264246	9606.ENSP00000380855	0	0	0	0	0.146	0.060	0	0.993	0.993
CD80	TNFRSF4	9606.ENSP00000264246	9606.ENSP00000368538	0	0	0	0	0.121	0	0	0.994	0.994
CD80	ICOS	9606.ENSP00000264246	9606.ENSP00000319476	0	0	0	0	0.150	0	0	0.997	0.997
CD80	ICAM1	9606.ENSP00000264246	9606.ENSP00000264832	0	0	0	0	0.124	0	0.400	0.997	0.998
CD80	PDCD1	9606.ENSP00000264246	9606.ENSP00000335062	0	0	0	0	0.113	0.405	0	0.997	0.998
CD80	CTLA4	9606.ENSP00000264246	9606.ENSP00000497102	0	0	0	0	0.123	0.977	0.900	0.999	0.999
CD80	CD86	9606.ENSP00000264246	9606.ENSP00000332049	0	0	0	0.618	0.262	0.393	0.900	0.989	0.999
CD83	CD86	9606.ENSP00000368450	9606.ENSP00000332049	0	0	0	0	0.201	0	0	0.911	0.926
CD83	TNF	9606.ENSP00000368450	9606.ENSP00000398698	0	0	0	0	0.459	0	0	0.864	0.923
CD86	LAG3	9606.ENSP00000332049	9606.ENSP00000203629	0	0	0	0	0.067	0	0	0.979	0.979
CD86	IFNG	9606.ENSP00000332049	9606.ENSP00000229135	0	0	0	0	0.229	0	0	0.929	0.943
CD86	ICAM1	9606.ENSP00000332049	9606.ENSP00000264832	0	0	0	0	0.149	0	0.400	0.974	0.985
CD86	HAVCR2	9606.ENSP00000332049	9606.ENSP00000312002	0	0	0	0	0.201	0	0	0.965	0.971
CD86	ICOS	9606.ENSP00000332049	9606.ENSP00000319476	0	0	0	0	0.183	0	0	0.996	0.996
CD86	FOXP3	9606.ENSP00000332049	9606.ENSP00000365380	0	0	0	0	0.059	0	0	0.901	0.903
CD86	TNF	9606.ENSP00000332049	9606.ENSP00000398698	0	0	0	0	0.213	0	0	0.906	0.922
CD86	TNFRSF9	9606.ENSP00000332049	9606.ENSP00000478699	0	0	0	0	0.106	0	0	0.920	0.925
CD86	CD8A	9606.ENSP00000332049	9606.ENSP00000386559	0	0	0	0	0.164	0	0	0.923	0.933
CD86	IL10	9606.ENSP00000332049	9606.ENSP00000412237	0	0	0	0	0.207	0	0.400	0.934	0.966
CD86	PDCD1LG2	9606.ENSP00000332049	9606.ENSP00000380855	0	0	0	0	0.124	0	0	0.970	0.972
CD86	TNFRSF4	9606.ENSP00000332049	9606.ENSP00000368538	0	0	0	0	0.109	0	0	0.990	0.990
CD86	PDCD1	9606.ENSP00000332049	9606.ENSP00000335062	0	0	0	0	0.121	0	0	0.996	0.996
CD86	CTLA4	9606.ENSP00000332049	9606.ENSP00000497102	0	0	0	0	0.124	0.971	0.900	0.999	0.999
CD8A	LAG3	9606.ENSP00000386559	9606.ENSP00000203629	0	0	0	0	0.441	0.064	0	0.907	0.947
CD8A	IL2	9606.ENSP00000386559	9606.ENSP00000226730	0	0	0	0	0.056	0	0	0.971	0.971
CD8A	IFNG	9606.ENSP00000386559	9606.ENSP00000229135	0	0	0	0	0.322	0	0	0.987	0.990
CD8A	ICOS	9606.ENSP00000386559	9606.ENSP00000319476	0	0	0	0	0.265	0	0	0.874	0.903
CD8A	PDCD1	9606.ENSP00000386559	9606.ENSP00000335062	0	0	0	0	0.174	0	0	0.929	0.938
CD8A	FOXP3	9606.ENSP00000386559	9606.ENSP00000365380	0	0	0	0	0.094	0	0	0.946	0.948
CD8A	PDCD1LG2	9606.ENSP00000386559	9606.ENSP00000380855	0	0	0	0	0.104	0	0	0.904	0.910
CD8A	CTLA4	9606.ENSP00000386559	9606.ENSP00000497102	0	0	0	0	0.182	0	0	0.930	0.940
CD8A	IL10	9606.ENSP00000386559	9606.ENSP00000412237	0	0	0	0	0.105	0	0	0.955	0.958
CD8A	TNF	9606.ENSP00000386559	9606.ENSP00000398698	0	0	0	0	0.073	0	0	0.957	0.958
CTLA4	LAG3	9606.ENSP00000497102	9606.ENSP00000203629	0	0	0	0	0.214	0.091	0	0.955	0.965
CTLA4	IL2	9606.ENSP00000497102	9606.ENSP00000226730	0	0	0	0	0.140	0	0	0.937	0.943
CTLA4	IFNG	9606.ENSP00000497102	9606.ENSP00000229135	0	0	0	0	0.302	0	0	0.933	0.951
CTLA4	HAVCR2	9606.ENSP00000497102	9606.ENSP00000312002	0	0	0	0	0.147	0.091	0	0.890	0.907
CTLA4	ICOS	9606.ENSP00000497102	9606.ENSP00000319476	0	0	0	0	0.798	0	0	0.993	0.998
CTLA4	PDCD1	9606.ENSP00000497102	9606.ENSP00000335062	0	0	0	0	0.269	0	0	0.990	0.992
CTLA4	FOXP3	9606.ENSP00000497102	9606.ENSP00000365380	0	0	0	0	0.146	0.075	0.500	0.946	0.976
CTLA4	TNFRSF4	9606.ENSP00000497102	9606.ENSP00000368538	0	0	0	0	0.185	0	0	0.891	0.907
CTLA4	PDCD1LG2	9606.ENSP00000497102	9606.ENSP00000380855	0	0	0	0	0.091	0	0	0.998	0.998
CTLA4	IL10	9606.ENSP00000497102	9606.ENSP00000412237	0	0	0	0	0.119	0	0	0.915	0.922
CTLA4	TIGIT	9606.ENSP00000497102	9606.ENSP00000419085	0	0	0	0	0.331	0	0	0.889	0.922
FOXP3	IL2	9606.ENSP00000365380	9606.ENSP00000226730	0	0	0	0	0.121	0.695	0.500	0.946	0.991
FOXP3	IFNG	9606.ENSP00000365380	9606.ENSP00000229135	0	0	0	0	0.114	0.301	0.500	0.950	0.982
FOXP3	TNF	9606.ENSP00000365380	9606.ENSP00000398698	0	0	0	0	0	0.292	0	0.878	0.909
FOXP3	IL10	9606.ENSP00000365380	9606.ENSP00000412237	0	0	0	0	0.105	0	0	0.952	0.955
HAVCR2	LAG3	9606.ENSP00000312002	9606.ENSP00000203629	0	0	0	0	0.128	0	0	0.914	0.922
HAVCR2	PDCD1LG2	9606.ENSP00000312002	9606.ENSP00000380855	0	0	0	0	0.044	0	0	0.925	0.925
ICAM1	IFNG	9606.ENSP00000264832	9606.ENSP00000229135	0	0	0	0	0.061	0.164	0	0.885	0.902
ICAM1	TNF	9606.ENSP00000264832	9606.ENSP00000398698	0	0	0	0	0.255	0	0	0.929	0.944
ICOS	TNFRSF9	9606.ENSP00000319476	9606.ENSP00000478699	0	0	0	0	0.154	0	0	0.903	0.914
ICOS	TNFRSF4	9606.ENSP00000319476	9606.ENSP00000368538	0	0	0	0	0.259	0	0	0.898	0.921
ICOS	PDCD1	9606.ENSP00000319476	9606.ENSP00000335062	0	0	0	0	0.212	0	0	0.929	0.941
ICOS	PDCD1LG2	9606.ENSP00000319476	9606.ENSP00000380855	0	0	0	0	0.100	0	0	0.971	0.972
IFNG	IL2	9606.ENSP00000229135	9606.ENSP00000226730	0	0	0	0	0.295	0	0	0.987	0.990
IFNG	PDCD1	9606.ENSP00000229135	9606.ENSP00000335062	0	0	0.320	0	0.216	0	0	0.854	0.915
IFNG	TNF	9606.ENSP00000229135	9606.ENSP00000398698	0	0	0	0	0.202	0	0	0.990	0.991
IFNG	IL10	9606.ENSP00000229135	9606.ENSP00000412237	0	0	0	0	0.566	0	0	0.989	0.995
IL10	IL2	9606.ENSP00000412237	9606.ENSP00000226730	0	0	0	0	0.056	0	0	0.963	0.964
IL10	TNF	9606.ENSP00000412237	9606.ENSP00000398698	0	0	0	0	0.234	0	0.400	0.984	0.992
IL2	TNF	9606.ENSP00000226730	9606.ENSP00000398698	0	0	0	0	0.072	0	0	0.955	0.957
LAG3	PDCD1	9606.ENSP00000203629	9606.ENSP00000335062	0	0	0	0	0.316	0	0	0.929	0.950
LAG3	TIGIT	9606.ENSP00000203629	9606.ENSP00000419085	0	0	0.206	0	0.324	0	0	0.923	0.955
PDCD1	PDCD1LG2	9606.ENSP00000335062	9606.ENSP00000380855	0	0	0	0	0.117	0.974	0.900	0.999	0.999
