#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0050778	Positive regulation of immune response	14	502	1.34	2.12e-13	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000497102	CD4,LAG3,IFNG,CD80,CD28,CD86,CD274,LGALS9,CD8A,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D,CTLA4
GO:0042130	Negative regulation of T cell proliferation	9	75	1.98	5.28e-13	9606.ENSP00000264246,9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000497102	CD80,LGALS9B,LGALS9C,CD86,CD274,LGALS9,PDCD1LG2,PTPN6,CTLA4
GO:0050868	Negative regulation of T cell activation	10	129	1.79	5.66e-13	9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000497102	LAG3,CD80,LGALS9B,LGALS9C,CD86,CD274,LGALS9,PDCD1LG2,PTPN6,CTLA4
GO:0031295	T cell costimulation	8	42	2.18	8.18e-13	9606.ENSP00000264246,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000489597	CD80,ICOS,CD28,CD86,CD274,PDCD1LG2,PTPN6,PTPN11
GO:0050870	Positive regulation of T cell activation	11	251	1.54	4.20e-12	9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000489597	CD4,IFNG,CD80,ICOS,CD28,CD86,CD274,LGALS9,PDCD1LG2,PTPN6,PTPN11
GO:0042129	Regulation of T cell proliferation	10	187	1.62	1.22e-11	9606.ENSP00000264246,9606.ENSP00000315564,9606.ENSP00000324890,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000497102	CD80,LGALS9B,CD28,LGALS9C,CD86,CD274,LGALS9,PDCD1LG2,PTPN6,CTLA4
GO:0007162	Negative regulation of cell adhesion	11	289	1.48	1.62e-11	9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000489597,9606.ENSP00000497102	LAG3,CD80,LGALS9B,LGALS9C,CD86,CD274,LGALS9,PDCD1LG2,PTPN6,PTPN11,CTLA4
GO:2000514	Regulation of CD4-positive, alpha-beta T cell activation	8	77	1.91	4.11e-11	9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000315564,9606.ENSP00000324890,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856	IFNG,CD80,LGALS9B,CD28,LGALS9C,CD86,CD274,LGALS9
GO:0001817	Regulation of cytokine production	13	739	1.14	4.45e-10	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000315564,9606.ENSP00000324890,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000489597	CD4,LAG3,IFNG,CD80,LGALS9B,CD28,LGALS9C,CD86,CD274,LGALS9,PDCD1LG2,PTPN6,PTPN11
GO:0002683	Negative regulation of immune system process	11	433	1.3	8.54e-10	9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000497102	LAG3,CD80,LGALS9B,LGALS9C,CD86,PDCD1,CD274,LGALS9,PDCD1LG2,PTPN6,CTLA4
GO:1902105	Regulation of leukocyte differentiation	9	315	1.35	4.61e-08	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000497102	CD4,LAG3,IFNG,CD80,CD28,CD86,LGALS9,PTPN6,CTLA4
GO:0045619	Regulation of lymphocyte differentiation	8	208	1.48	5.97e-08	9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000497102	LAG3,IFNG,CD80,CD28,CD86,LGALS9,PTPN6,CTLA4
GO:2000561	Regulation of CD4-positive, alpha-beta T cell proliferation	5	24	2.22	8.67e-08	9606.ENSP00000315564,9606.ENSP00000324890,9606.ENSP00000329932,9606.ENSP00000370989,9606.ENSP00000378856	LGALS9B,CD28,LGALS9C,CD274,LGALS9
GO:0050851	Antigen receptor-mediated signaling pathway	7	141	1.59	1.70e-07	9606.ENSP00000324890,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000497102	CD28,CD8A,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D,CTLA4
GO:0045589	Regulation of regulatory T cell differentiation	5	34	2.06	3.99e-07	9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000324890,9606.ENSP00000378856,9606.ENSP00000497102	LAG3,IFNG,CD28,LGALS9,CTLA4
GO:0001818	Negative regulation of cytokine production	8	284	1.35	5.83e-07	9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592	LAG3,IFNG,LGALS9B,LGALS9C,CD274,LGALS9,PDCD1LG2,PTPN6
GO:0007166	Cell surface receptor signaling pathway	15	2040	0.76	6.54e-07	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,IFNG,CD80,CD28,CD86,CD274,PDCD1LG2,CD8A,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D,PTPN11,CTLA4
GO:0045580	Regulation of T cell differentiation	7	178	1.49	7.30e-07	9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000378856,9606.ENSP00000497102	LAG3,IFNG,CD80,CD28,CD86,LGALS9,CTLA4
GO:2000516	Positive regulation of CD4-positive, alpha-beta T cell activation	5	41	1.98	8.53e-07	9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000378856	IFNG,CD80,CD28,CD86,LGALS9
GO:0048584	Positive regulation of response to stimulus	15	2131	0.74	1.13e-06	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,IFNG,CD80,CD28,CD86,CD274,LGALS9,CD8A,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D,PTPN11,CTLA4
GO:0032689	Negative regulation of interferon-gamma production	5	44	1.95	1.14e-06	9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855	LGALS9B,LGALS9C,CD274,LGALS9,PDCD1LG2
GO:0042102	Positive regulation of T cell proliferation	6	108	1.64	1.45e-06	9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855	CD80,CD28,CD86,CD274,LGALS9,PDCD1LG2
GO:2000562	Negative regulation of CD4-positive, alpha-beta T cell proliferation	4	14	2.35	1.64e-06	9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000370989,9606.ENSP00000378856	LGALS9B,LGALS9C,CD274,LGALS9
GO:0050853	B cell receptor signaling pathway	5	50	1.9	1.86e-06	9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000497102	PTPN6,LOC102723407,IGHV3-16,IGHV3-43D,CTLA4
GO:0008285	Negative regulation of cell population proliferation	10	713	1.04	2.10e-06	9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000497102	IFNG,CD80,LGALS9B,LGALS9C,CD86,CD274,LGALS9,PDCD1LG2,PTPN6,CTLA4
GO:0051241	Negative regulation of multicellular organismal process	11	1035	0.92	4.87e-06	9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000335062,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000489597,9606.ENSP00000497102	LAG3,IFNG,LGALS9B,LGALS9C,PDCD1,CD274,LGALS9,PDCD1LG2,PTPN6,PTPN11,CTLA4
GO:0051707	Response to other organism	12	1328	0.85	5.04e-06	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152	CD4,LAG3,IFNG,CD80,CD86,CD274,LGALS9,PDCD1LG2,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D
GO:0032663	Regulation of interleukin-2 production	5	64	1.79	5.32e-06	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049	CD4,LAG3,CD80,CD28,CD86
GO:0050864	Regulation of B cell activation	6	140	1.53	5.40e-06	9606.ENSP00000324890,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000497102	CD28,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D,CTLA4
GO:0002699	Positive regulation of immune effector process	7	264	1.32	7.35e-06	9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000378856,9606.ENSP00000391592	LAG3,IFNG,CD80,CD28,CD86,LGALS9,PTPN6
GO:0002449	Lymphocyte mediated immunity	6	159	1.47	1.02e-05	9606.ENSP00000203629,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152	LAG3,CD8A,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D
GO:1903555	Regulation of tumor necrosis factor superfamily cytokine production	6	169	1.45	1.40e-05	9606.ENSP00000229135,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000489597	IFNG,CD86,CD274,LGALS9,PTPN6,PTPN11
GO:0009617	Response to bacterium	9	663	1.03	1.48e-05	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152	CD4,CD80,CD86,CD274,LGALS9,PDCD1LG2,LOC102723407,IGHV3-16,IGHV3-43D
GO:0001819	Positive regulation of cytokine production	8	482	1.12	1.99e-05	9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000489597	CD4,IFNG,CD80,CD28,CD86,CD274,LGALS9,PTPN11
GO:0051239	Regulation of multicellular organismal process	15	2749	0.63	2.36e-05	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000315564,9606.ENSP00000324890,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,IFNG,CD80,LGALS9B,CD28,LGALS9C,CD86,PDCD1,CD274,LGALS9,PDCD1LG2,PTPN6,PTPN11,CTLA4
GO:0043372	Positive regulation of CD4-positive, alpha-beta T cell differentiation	4	33	1.98	2.43e-05	9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000332049,9606.ENSP00000378856	IFNG,CD80,CD86,LGALS9
GO:0032743	Positive regulation of interleukin-2 production	4	36	1.94	3.32e-05	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049	CD4,CD80,CD28,CD86
GO:0048583	Regulation of response to stimulus	17	3931	0.53	4.77e-05	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000262102,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,IFNG,MTUS1,CD80,CD28,CD86,PDCD1,CD274,LGALS9,CD8A,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D,PTPN11,CTLA4
GO:0002252	Immune effector process	7	375	1.17	6.14e-05	9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152	LAG3,IFNG,CD8A,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D
GO:0010628	Positive regulation of gene expression	10	1146	0.84	0.00011	9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000315564,9606.ENSP00000324890,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000489597	CD4,IFNG,CD80,LGALS9B,CD28,LGALS9C,CD86,CD274,LGALS9,PTPN11
GO:0048518	Positive regulation of biological process	20	6207	0.4	0.00014	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000315564,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,IFNG,CD80,LGALS9B,ICOS,CD28,LGALS9C,CD86,PDCD1,CD274,LGALS9,PDCD1LG2,CD8A,PTPN6,LOC102723407,IGHV3-16,IGHV3-43D,PTPN11,CTLA4
GO:0050896	Response to stimulus	22	7835	0.34	0.00014	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000452662,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000479032,9606.ENSP00000481152,9606.ENSP00000482678,9606.ENSP00000483567,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,IFNG,CD80,ICOS,CD28,CD86,PDCD1,CD274,LGALS9,PDCD1LG2,CD8A,PTPN6,IGKV2D-28,LOC102723407,IGHV3-16,IGKV1-33,IGHV3-43D,IGKV1D-33,IGKV2D-29,PTPN11,CTLA4
GO:0006959	Humoral immune response	6	268	1.25	0.00015	9606.ENSP00000229135,9606.ENSP00000324890,9606.ENSP00000335062,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152	IFNG,CD28,PDCD1,LOC102723407,IGHV3-16,IGHV3-43D
GO:0010629	Negative regulation of gene expression	9	899	0.9	0.00015	9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000315564,9606.ENSP00000324890,9606.ENSP00000329932,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592	LAG3,IFNG,LGALS9B,CD28,LGALS9C,CD274,LGALS9,PDCD1LG2,PTPN6
GO:0032653	Regulation of interleukin-10 production	4	60	1.72	0.00019	9606.ENSP00000324890,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855	CD28,CD274,LGALS9,PDCD1LG2
GO:0046007	Negative regulation of activated T cell proliferation	3	15	2.2	0.00023	9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855	CD274,LGALS9,PDCD1LG2
GO:0070234	Positive regulation of T cell apoptotic process	3	16	2.17	0.00027	9606.ENSP00000335062,9606.ENSP00000370989,9606.ENSP00000378856	PDCD1,CD274,LGALS9
GO:0042127	Regulation of cell population proliferation	11	1669	0.72	0.00037	9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000315564,9606.ENSP00000324890,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000497102	IFNG,CD80,LGALS9B,CD28,LGALS9C,CD86,CD274,LGALS9,PDCD1LG2,PTPN6,CTLA4
GO:0002520	Immune system development	8	749	0.93	0.00041	9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000378856,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000489597	CD4,IFNG,ICOS,CD28,LGALS9,CD8A,PTPN6,PTPN11
GO:0002822	Regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	5	179	1.34	0.00045	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000370989,9606.ENSP00000391592	CD4,CD80,CD28,CD274,PTPN6
GO:1902107	Positive regulation of leukocyte differentiation	5	181	1.34	0.00047	9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000332049,9606.ENSP00000378856	CD4,IFNG,CD80,CD86,LGALS9
GO:2000026	Regulation of multicellular organismal development	10	1389	0.75	0.00055	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000378856,9606.ENSP00000391592,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,IFNG,CD80,CD28,CD86,LGALS9,PTPN6,PTPN11,CTLA4
GO:0045321	Leukocyte activation	7	574	0.98	0.00079	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000386559,9606.ENSP00000391592	CD4,LAG3,IFNG,CD28,CD86,CD8A,PTPN6
GO:0050871	Positive regulation of B cell activation	4	92	1.53	0.00086	9606.ENSP00000324890,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152	CD28,LOC102723407,IGHV3-16,IGHV3-43D
GO:0006910	Phagocytosis, recognition	3	26	1.96	0.00089	9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152	LOC102723407,IGHV3-16,IGHV3-43D
GO:0032753	Positive regulation of interleukin-4 production	3	27	1.94	0.00098	9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000378856	CD28,CD86,LGALS9
GO:0032834	Positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response	2	2	2.9	0.0013	9606.ENSP00000229135,9606.ENSP00000378856	IFNG,LGALS9
