#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0002376	Immune system process	18	2121	0.9	3.40e-12	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000333919,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000430950,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,CD80,STAT3,HAVCR2,ICOS,CD28,CD86,BTLA,PDCD1,FOXP3,CD274,PDCD1LG2,CD8A,IDO1,IGHV3-43D,PTPN11,CTLA4
GO:0051251	Positive regulation of lymphocyte activation	11	336	1.49	9.63e-12	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000481152,9606.ENSP00000489597	CD4,CD80,HAVCR2,ICOS,CD28,CD86,FOXP3,CD274,PDCD1LG2,IGHV3-43D,PTPN11
GO:0042130	Negative regulation of T cell proliferation	8	75	2.0	9.67e-12	9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000430950,9606.ENSP00000497102	CD80,HAVCR2,CD86,FOXP3,CD274,PDCD1LG2,IDO1,CTLA4
GO:0050778	Positive regulation of immune response	12	502	1.35	1.40e-11	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000386559,9606.ENSP00000430950,9606.ENSP00000481152,9606.ENSP00000497102	CD4,LAG3,CD80,HAVCR2,CD28,CD86,FOXP3,CD274,CD8A,IDO1,IGHV3-43D,CTLA4
GO:0031295	T cell costimulation	7	42	2.19	2.77e-11	9606.ENSP00000264246,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000489597	CD80,ICOS,CD28,CD86,CD274,PDCD1LG2,PTPN11
GO:0050870	Positive regulation of T cell activation	10	251	1.57	2.77e-11	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000489597	CD4,CD80,HAVCR2,ICOS,CD28,CD86,FOXP3,CD274,PDCD1LG2,PTPN11
GO:0001817	Regulation of cytokine production	13	739	1.22	3.02e-11	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000419085,9606.ENSP00000430950,9606.ENSP00000489597	CD4,LAG3,CD80,STAT3,HAVCR2,CD28,CD86,FOXP3,CD274,PDCD1LG2,TIGIT,IDO1,PTPN11
GO:0002683	Negative regulation of immune system process	11	433	1.38	8.86e-11	9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000419085,9606.ENSP00000430950,9606.ENSP00000497102	LAG3,CD80,HAVCR2,CD86,PDCD1,FOXP3,CD274,PDCD1LG2,TIGIT,IDO1,CTLA4
GO:0042129	Regulation of T cell proliferation	9	187	1.65	9.35e-11	9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000430950,9606.ENSP00000497102	CD80,HAVCR2,CD28,CD86,FOXP3,CD274,PDCD1LG2,IDO1,CTLA4
GO:0032653	Regulation of interleukin-10 production	7	60	2.04	1.85e-10	9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000419085,9606.ENSP00000430950	STAT3,CD28,FOXP3,CD274,PDCD1LG2,TIGIT,IDO1
GO:0001819	Positive regulation of cytokine production	11	482	1.33	2.48e-10	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000419085,9606.ENSP00000430950,9606.ENSP00000489597	CD4,CD80,STAT3,HAVCR2,CD28,CD86,FOXP3,CD274,TIGIT,IDO1,PTPN11
GO:0032663	Regulation of interleukin-2 production	7	64	2.01	2.60e-10	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380	CD4,LAG3,CD80,HAVCR2,CD28,CD86,FOXP3
GO:0042102	Positive regulation of T cell proliferation	7	108	1.78	7.56e-09	9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855	CD80,HAVCR2,CD28,CD86,FOXP3,CD274,PDCD1LG2
GO:0002643	Regulation of tolerance induction	5	20	2.37	1.50e-08	9606.ENSP00000312002,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000430950	HAVCR2,PDCD1,FOXP3,CD274,IDO1
GO:0007166	Cell surface receptor signaling pathway	14	2040	0.81	3.11e-07	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000333919,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,CD80,STAT3,CD28,CD86,BTLA,FOXP3,CD274,PDCD1LG2,CD8A,IGHV3-43D,PTPN11,CTLA4
GO:0048584	Positive regulation of response to stimulus	14	2131	0.79	5.42e-07	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000386559,9606.ENSP00000430950,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,CD80,STAT3,HAVCR2,CD28,CD86,FOXP3,CD274,CD8A,IDO1,IGHV3-43D,PTPN11,CTLA4
GO:0048583	Regulation of response to stimulus	17	3931	0.61	1.04e-06	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000262102,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000333919,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000386559,9606.ENSP00000430950,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,MTUS1,CD80,STAT3,HAVCR2,CD28,CD86,BTLA,PDCD1,FOXP3,CD274,CD8A,IDO1,IGHV3-43D,PTPN11,CTLA4
GO:0045321	Leukocyte activation	9	574	1.17	1.05e-06	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000430950	CD4,LAG3,STAT3,HAVCR2,CD28,CD86,FOXP3,CD8A,IDO1
GO:0046007	Negative regulation of activated T cell proliferation	4	15	2.4	1.06e-06	9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000430950	FOXP3,CD274,PDCD1LG2,IDO1
GO:0051239	Regulation of multicellular organismal process	15	2749	0.71	1.06e-06	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000419085,9606.ENSP00000430950,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,CD80,STAT3,HAVCR2,CD28,CD86,PDCD1,FOXP3,CD274,PDCD1LG2,TIGIT,IDO1,PTPN11,CTLA4
GO:1903706	Regulation of hemopoiesis	8	410	1.26	1.71e-06	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000497102	CD4,LAG3,CD80,STAT3,CD28,CD86,FOXP3,CTLA4
GO:0009617	Response to bacterium	9	663	1.1	3.26e-06	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000430950,9606.ENSP00000481152	CD4,CD80,HAVCR2,CD86,FOXP3,CD274,PDCD1LG2,IDO1,IGHV3-43D
GO:0032693	Negative regulation of interleukin-10 production	4	21	2.25	3.26e-06	9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000430950	FOXP3,CD274,PDCD1LG2,IDO1
GO:0001818	Negative regulation of cytokine production	7	284	1.36	3.67e-06	9606.ENSP00000203629,9606.ENSP00000312002,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000419085,9606.ENSP00000430950	LAG3,HAVCR2,FOXP3,CD274,PDCD1LG2,TIGIT,IDO1
GO:0046649	Lymphocyte activation	8	457	1.22	3.67e-06	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000430950	CD4,LAG3,STAT3,CD28,CD86,FOXP3,CD8A,IDO1
GO:0042110	T cell activation	7	298	1.34	4.83e-06	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000430950	CD4,LAG3,STAT3,CD28,FOXP3,CD8A,IDO1
GO:0002652	Regulation of tolerance induction dependent upon immune response	3	3	2.97	5.17e-06	9606.ENSP00000312002,9606.ENSP00000365380,9606.ENSP00000370989	HAVCR2,FOXP3,CD274
GO:2000514	Regulation of CD4-positive, alpha-beta T cell activation	5	77	1.78	5.20e-06	9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989	CD80,CD28,CD86,FOXP3,CD274
GO:1903555	Regulation of tumor necrosis factor superfamily cytokine production	6	169	1.52	5.25e-06	9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000489597	STAT3,HAVCR2,CD86,FOXP3,CD274,PTPN11
GO:0008285	Negative regulation of cell population proliferation	9	713	1.07	5.29e-06	9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000430950,9606.ENSP00000497102	CD80,STAT3,HAVCR2,CD86,FOXP3,CD274,PDCD1LG2,IDO1,CTLA4
GO:0002764	Immune response-regulating signaling pathway	7	312	1.32	6.08e-06	9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000333919,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000481152,9606.ENSP00000497102	HAVCR2,CD28,BTLA,FOXP3,CD8A,IGHV3-43D,CTLA4
GO:0032496	Response to lipopolysaccharide	7	314	1.32	6.26e-06	9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000430950	CD80,HAVCR2,CD86,FOXP3,CD274,PDCD1LG2,IDO1
GO:1902105	Regulation of leukocyte differentiation	7	315	1.32	6.30e-06	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000497102	CD4,LAG3,CD80,CD28,CD86,FOXP3,CTLA4
GO:0032753	Positive regulation of interleukin-4 production	4	27	2.14	6.57e-06	9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380	HAVCR2,CD28,CD86,FOXP3
GO:0045580	Regulation of T cell differentiation	6	178	1.5	6.57e-06	9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000497102	LAG3,CD80,CD28,CD86,FOXP3,CTLA4
GO:0002822	Regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	6	179	1.5	6.61e-06	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000370989	CD4,CD80,HAVCR2,CD28,FOXP3,CD274
GO:0051241	Negative regulation of multicellular organismal process	10	1035	0.96	7.42e-06	9606.ENSP00000203629,9606.ENSP00000312002,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000419085,9606.ENSP00000430950,9606.ENSP00000489597,9606.ENSP00000497102	LAG3,HAVCR2,PDCD1,FOXP3,CD274,PDCD1LG2,TIGIT,IDO1,PTPN11,CTLA4
GO:0045589	Regulation of regulatory T cell differentiation	4	34	2.04	1.41e-05	9606.ENSP00000203629,9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000497102	LAG3,CD28,FOXP3,CTLA4
GO:0032743	Positive regulation of interleukin-2 production	4	36	2.02	1.68e-05	9606.ENSP00000011653,9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049	CD4,CD80,CD28,CD86
GO:0002768	Immune response-regulating cell surface receptor signaling pathway	6	228	1.39	2.37e-05	9606.ENSP00000324890,9606.ENSP00000333919,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000481152,9606.ENSP00000497102	CD28,BTLA,FOXP3,CD8A,IGHV3-43D,CTLA4
GO:0032733	Positive regulation of interleukin-10 production	4	40	1.97	2.40e-05	9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000370989,9606.ENSP00000419085	STAT3,CD28,CD274,TIGIT
GO:2000516	Positive regulation of CD4-positive, alpha-beta T cell activation	4	41	1.96	2.60e-05	9606.ENSP00000264246,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380	CD80,CD28,CD86,FOXP3
GO:0010629	Negative regulation of gene expression	9	899	0.97	2.94e-05	9606.ENSP00000203629,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000419085,9606.ENSP00000430950	LAG3,STAT3,HAVCR2,CD28,FOXP3,CD274,PDCD1LG2,TIGIT,IDO1
GO:0045058	T cell selection	4	43	1.94	3.00e-05	9606.ENSP00000011653,9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000365380	CD4,STAT3,CD28,FOXP3
GO:0032689	Negative regulation of interferon-gamma production	4	44	1.93	3.23e-05	9606.ENSP00000312002,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855	HAVCR2,FOXP3,CD274,PDCD1LG2
GO:0051707	Response to other organism	10	1328	0.85	6.23e-05	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000430950,9606.ENSP00000481152	CD4,LAG3,CD80,HAVCR2,CD86,FOXP3,CD274,PDCD1LG2,IDO1,IGHV3-43D
GO:0050851	Antigen receptor-mediated signaling pathway	5	141	1.52	6.62e-05	9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000481152,9606.ENSP00000497102	CD28,FOXP3,CD8A,IGHV3-43D,CTLA4
GO:0048518	Positive regulation of biological process	18	6207	0.43	7.47e-05	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000419085,9606.ENSP00000430950,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,CD80,STAT3,HAVCR2,ICOS,CD28,CD86,PDCD1,FOXP3,CD274,PDCD1LG2,CD8A,TIGIT,IDO1,IGHV3-43D,PTPN11,CTLA4
GO:0002645	Positive regulation of tolerance induction	3	12	2.37	7.92e-05	9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000430950	FOXP3,CD274,IDO1
GO:0002520	Immune system development	8	749	1.0	9.79e-05	9606.ENSP00000011653,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000489597	CD4,STAT3,HAVCR2,ICOS,CD28,FOXP3,CD8A,PTPN11
GO:0030217	T cell differentiation	5	171	1.44	0.00016	9606.ENSP00000011653,9606.ENSP00000264657,9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000386559	CD4,STAT3,CD28,FOXP3,CD8A
GO:0070234	Positive regulation of T cell apoptotic process	3	16	2.25	0.00016	9606.ENSP00000335062,9606.ENSP00000370989,9606.ENSP00000430950	PDCD1,CD274,IDO1
GO:0033993	Response to lipid	8	827	0.96	0.00020	9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000430950	CD80,STAT3,HAVCR2,CD86,FOXP3,CD274,PDCD1LG2,IDO1
GO:0002507	Tolerance induction	3	20	2.15	0.00028	9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000365380	HAVCR2,ICOS,FOXP3
GO:0071222	Cellular response to lipopolysaccharide	5	195	1.38	0.00028	9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000370989,9606.ENSP00000380855	CD80,HAVCR2,CD86,CD274,PDCD1LG2
GO:0002252	Immune effector process	6	375	1.18	0.00031	9606.ENSP00000203629,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000481152	LAG3,STAT3,HAVCR2,FOXP3,CD8A,IGHV3-43D
GO:0002697	Regulation of immune effector process	6	383	1.17	0.00035	9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380	LAG3,CD80,HAVCR2,CD28,CD86,FOXP3
GO:0042127	Regulation of cell population proliferation	10	1669	0.75	0.00041	9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000430950,9606.ENSP00000497102	CD80,STAT3,HAVCR2,CD28,CD86,FOXP3,CD274,PDCD1LG2,IDO1,CTLA4
GO:2000561	Regulation of CD4-positive, alpha-beta T cell proliferation	3	24	2.07	0.00043	9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000370989	CD28,FOXP3,CD274
GO:0008284	Positive regulation of cell population proliferation	8	945	0.9	0.00047	9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855	CD80,STAT3,HAVCR2,CD28,CD86,FOXP3,CD274,PDCD1LG2
GO:0032703	Negative regulation of interleukin-2 production	3	27	2.02	0.00058	9606.ENSP00000203629,9606.ENSP00000312002,9606.ENSP00000365380	LAG3,HAVCR2,FOXP3
GO:0050852	T cell receptor signaling pathway	4	103	1.56	0.00063	9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000497102	CD28,FOXP3,CD8A,CTLA4
GO:1903557	Positive regulation of tumor necrosis factor superfamily cytokine production	4	105	1.55	0.00067	9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000489597	STAT3,HAVCR2,CD86,PTPN11
GO:0002824	Positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	4	110	1.53	0.00079	9606.ENSP00000011653,9606.ENSP00000324890,9606.ENSP00000365380,9606.ENSP00000370989	CD4,CD28,FOXP3,CD274
GO:0007165	Signal transduction	15	4714	0.47	0.00079	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000264246,9606.ENSP00000264657,9606.ENSP00000312002,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000333919,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000481152,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,CD80,STAT3,HAVCR2,CD28,CD86,BTLA,FOXP3,CD274,PDCD1LG2,CD8A,IGHV3-43D,PTPN11,CTLA4
