#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0050868	Negative regulation of T cell activation	19	129	1.84	5.49e-27	9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000358470,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000412237,9606.ENSP00000419085,9606.ENSP00000430950,9606.ENSP00000485129,9606.ENSP00000497102	LAG3,IL2,CD80,HAVCR2,LGALS9B,LGALS9C,CD86,ICOSLG,VTCN1,FOXP3,CD274,LGALS9,PDCD1LG2,PTPN6,IL10,TIGIT,IDO1,LOC102723996,CTLA4
GO:0030155	Regulation of cell adhesion	28	784	1.22	3.00e-26	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000315564,9606.ENSP00000319476,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000328207,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000346671,9606.ENSP00000358470,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000412237,9606.ENSP00000419085,9606.ENSP00000430950,9606.ENSP00000477713,9606.ENSP00000485129,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,IL2,IFNG,CD80,HAVCR2,LGALS9B,ICOS,CD276,CD28,TNFRSF18,LGALS9C,CD86,ICOSLG,FYN,VTCN1,FOXP3,CD274,LGALS9,PDCD1LG2,PTPN6,IL10,TIGIT,IDO1,LCK,LOC102723996,PTPN11,CTLA4
GO:0050670	Regulation of lymphocyte proliferation	21	242	1.61	7.13e-26	9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000315564,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000358470,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368538,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000412237,9606.ENSP00000430950,9606.ENSP00000485129,9606.ENSP00000497102	IL2,CD80,HAVCR2,LGALS9B,CD276,CD28,LGALS9C,CD86,ICOSLG,VTCN1,CD40,FOXP3,TNFRSF4,CD274,LGALS9,PDCD1LG2,PTPN6,IL10,IDO1,LOC102723996,CTLA4
GO:0050672	Negative regulation of lymphocyte proliferation	17	91	1.94	1.77e-25	9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000358470,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000412237,9606.ENSP00000430950,9606.ENSP00000485129,9606.ENSP00000497102	IL2,CD80,HAVCR2,LGALS9B,LGALS9C,CD86,ICOSLG,VTCN1,FOXP3,CD274,LGALS9,PDCD1LG2,PTPN6,IL10,IDO1,LOC102723996,CTLA4
GO:0042130	Negative regulation of T cell proliferation	16	75	2.0	1.02e-24	9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000358470,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000412237,9606.ENSP00000430950,9606.ENSP00000485129,9606.ENSP00000497102	CD80,HAVCR2,LGALS9B,LGALS9C,CD86,ICOSLG,VTCN1,FOXP3,CD274,LGALS9,PDCD1LG2,PTPN6,IL10,IDO1,LOC102723996,CTLA4
GO:0042129	Regulation of T cell proliferation	19	187	1.68	2.19e-24	9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000315564,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000358470,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000412237,9606.ENSP00000430950,9606.ENSP00000485129,9606.ENSP00000497102	IL2,CD80,HAVCR2,LGALS9B,CD276,CD28,LGALS9C,CD86,ICOSLG,VTCN1,FOXP3,CD274,LGALS9,PDCD1LG2,PTPN6,IL10,IDO1,LOC102723996,CTLA4
GO:0050870	Positive regulation of T cell activation	20	251	1.57	6.12e-24	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000346671,9606.ENSP00000358470,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000477713,9606.ENSP00000485129,9606.ENSP00000489597	CD4,IL2,IFNG,CD80,HAVCR2,ICOS,CD276,CD28,CD86,ICOSLG,FYN,VTCN1,FOXP3,CD274,LGALS9,PDCD1LG2,PTPN6,LCK,LOC102723996,PTPN11
GO:0022409	Positive regulation of cell-cell adhesion	21	322	1.49	1.24e-23	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000346671,9606.ENSP00000358470,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000412237,9606.ENSP00000477713,9606.ENSP00000485129,9606.ENSP00000489597	CD4,IL2,IFNG,CD80,HAVCR2,ICOS,CD276,CD28,CD86,ICOSLG,FYN,VTCN1,FOXP3,CD274,LGALS9,PDCD1LG2,PTPN6,IL10,LCK,LOC102723996,PTPN11
GO:0007162	Negative regulation of cell adhesion	20	289	1.51	7.76e-23	9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000358470,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000412237,9606.ENSP00000419085,9606.ENSP00000430950,9606.ENSP00000485129,9606.ENSP00000489597,9606.ENSP00000497102	LAG3,IL2,CD80,HAVCR2,LGALS9B,LGALS9C,CD86,ICOSLG,VTCN1,FOXP3,CD274,LGALS9,PDCD1LG2,PTPN6,IL10,TIGIT,IDO1,LOC102723996,PTPN11,CTLA4
GO:0006955	Immune response	29	1321	1.01	6.27e-22	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000339477,9606.ENSP00000346671,9606.ENSP00000358470,9606.ENSP00000361359,9606.ENSP00000362108,9606.ENSP00000365380,9606.ENSP00000368538,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000412237,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000485129,9606.ENSP00000497102	CD4,LAG3,IL2,IFNG,CD80,HAVCR2,ICOS,CD28,CD86,PDCD1,ICOSLG,FYN,VTCN1,CD40,LCN2,FOXP3,TNFRSF4,CD274,LGALS9,PDCD1LG2,CD8A,PTPN6,IL10,LCK,LOC102723407,IGHV3-16,IGHV3-43D,LOC102723996,CTLA4
GO:0045785	Positive regulation of cell adhesion	22	485	1.33	9.65e-22	9606.ENSP00000011653,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000328207,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000346671,9606.ENSP00000358470,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000412237,9606.ENSP00000477713,9606.ENSP00000485129,9606.ENSP00000489597	CD4,IL2,IFNG,CD80,HAVCR2,ICOS,CD276,CD28,TNFRSF18,CD86,ICOSLG,FYN,VTCN1,FOXP3,CD274,LGALS9,PDCD1LG2,PTPN6,IL10,LCK,LOC102723996,PTPN11
GO:0002683	Negative regulation of immune system process	21	433	1.36	3.85e-21	9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000315564,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000339477,9606.ENSP00000346671,9606.ENSP00000358470,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000412237,9606.ENSP00000419085,9606.ENSP00000430950,9606.ENSP00000485129,9606.ENSP00000497102	LAG3,IL2,CD80,HAVCR2,LGALS9B,LGALS9C,CD86,PDCD1,ICOSLG,FYN,VTCN1,FOXP3,CD274,LGALS9,PDCD1LG2,PTPN6,IL10,TIGIT,IDO1,LOC102723996,CTLA4
GO:0002250	Adaptive immune response	20	359	1.42	4.27e-21	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000339477,9606.ENSP00000346671,9606.ENSP00000358470,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000485129,9606.ENSP00000497102	CD4,LAG3,IL2,IFNG,HAVCR2,CD86,PDCD1,ICOSLG,FYN,VTCN1,CD40,FOXP3,CD274,PDCD1LG2,CD8A,LOC102723407,IGHV3-16,IGHV3-43D,LOC102723996,CTLA4
GO:0001817	Regulation of cytokine production	24	739	1.18	6.74e-21	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000315564,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000329932,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000358470,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000412237,9606.ENSP00000419085,9606.ENSP00000430950,9606.ENSP00000485129,9606.ENSP00000489597	CD4,LAG3,IL2,IFNG,CD80,HAVCR2,LGALS9B,CD276,CD28,LGALS9C,CD86,ICOSLG,VTCN1,CD40,FOXP3,CD274,LGALS9,PDCD1LG2,PTPN6,IL10,TIGIT,IDO1,LOC102723996,PTPN11
GO:0002376	Immune system process	32	2121	0.85	2.64e-20	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000226730,9606.ENSP00000229135,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000319476,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000335062,9606.ENSP00000339477,9606.ENSP00000346671,9606.ENSP00000358470,9606.ENSP00000361359,9606.ENSP00000362108,9606.ENSP00000365380,9606.ENSP00000368538,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000412237,9606.ENSP00000430950,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000485129,9606.ENSP00000489597,9606.ENSP00000497102	CD4,LAG3,IL2,IFNG,CD80,HAVCR2,ICOS,CD276,CD28,CD86,PDCD1,ICOSLG,FYN,VTCN1,CD40,LCN2,FOXP3,TNFRSF4,CD274,LGALS9,PDCD1LG2,CD8A,PTPN6,IL10,IDO1,LCK,LOC102723407,IGHV3-16,IGHV3-43D,LOC102723996,PTPN11,CTLA4
GO:0031295	T cell costimulation	12	42	2.13	1.97e-19	9606.ENSP00000264246,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000346671,9606.ENSP00000370989,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000477713,9606.ENSP00000485129,9606.ENSP00000489597	CD80,ICOS,CD28,CD86,ICOSLG,FYN,CD274,PDCD1LG2,PTPN6,LCK,LOC102723996,PTPN11
GO:0050671	Positive regulation of lymphocyte proliferation	15	147	1.68	8.30e-19	9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000358470,9606.ENSP00000361359,9606.ENSP00000365380,9606.ENSP00000368538,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000485129	IL2,CD80,HAVCR2,CD276,CD28,CD86,ICOSLG,VTCN1,CD40,FOXP3,TNFRSF4,CD274,LGALS9,PDCD1LG2,LOC102723996
GO:0050851	Antigen receptor-mediated signaling pathway	14	141	1.67	2.90e-17	9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000339477,9606.ENSP00000346671,9606.ENSP00000358470,9606.ENSP00000365380,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000485129,9606.ENSP00000497102	CD276,CD28,ICOSLG,FYN,VTCN1,FOXP3,CD8A,PTPN6,LCK,LOC102723407,IGHV3-16,IGHV3-43D,LOC102723996,CTLA4
GO:0042102	Positive regulation of T cell proliferation	13	108	1.75	6.81e-17	9606.ENSP00000226730,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000320084,9606.ENSP00000324890,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000358470,9606.ENSP00000365380,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000485129	IL2,CD80,HAVCR2,CD276,CD28,CD86,ICOSLG,VTCN1,FOXP3,CD274,LGALS9,PDCD1LG2,LOC102723996
GO:0044419	Biological process involved in interspecies interaction between organisms	26	1490	0.91	1.45e-16	9606.ENSP00000011653,9606.ENSP00000203629,9606.ENSP00000229135,9606.ENSP00000252483,9606.ENSP00000264246,9606.ENSP00000312002,9606.ENSP00000332049,9606.ENSP00000339477,9606.ENSP00000346671,9606.ENSP00000358470,9606.ENSP00000361359,9606.ENSP00000362108,9606.ENSP00000365380,9606.ENSP00000368538,9606.ENSP00000370989,9606.ENSP00000378856,9606.ENSP00000380855,9606.ENSP00000391592,9606.ENSP00000402060,9606.ENSP00000412237,9606.ENSP00000430950,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000478725,9606.ENSP00000481152,9606.ENSP00000485129	CD4,LAG3,IFNG,NECTIN2,CD80,HAVCR2,CD86,ICOSLG,FYN,VTCN1,CD40,LCN2,FOXP3,TNFRSF4,CD274,LGALS9,PDCD1LG2,PTPN6,PVR,IL10,IDO1,LCK,LOC102723407,IGHV3-16,IGHV3-43D,LOC102723996
